#string_protein_id	preferred_name	protein_size	annotation
59689.scaffold_402856.1	scaffold_402856.1	220	Uncharacterized protein
59689.scaffold_402857.1	Expansin-A8	257	Causes loosening and extension of plant cell walls by disrupting non-covalent bonding between cellulose microfibrils and matrix glucans. No enzymatic activity has been found. 
59689.scaffold_402866.1	scaffold_402866.1	1359	Uncharacterized protein
59689.scaffold_402867.1	scaffold_402867.1	798	Heat repeat-containing protein 
59689.scaffold_402870.1	scaffold_402870.1	310	Uncharacterized protein
59689.scaffold_402877.1	scaffold_402877.1	377	Uncharacterized protein
59689.scaffold_402878.1	scaffold_402878.1	50	annotation not available
59689.scaffold_402890.1	scaffold_402890.1	508	CYP98A3 ; Belongs to the cytochrome P450 family
59689.scaffold_402896.1	UBP5	924	Ubiquitin-specific protease 5; Ubiquitin carboxyl-terminal hydrolase ; Belongs to the peptidase C19 family
59689.scaffold_402898.1	scaffold_402898.1	613	Uncharacterized protein
59689.scaffold_402899.1	scaffold_402899.1	724	BZIP transcription factor family protein 
59689.scaffold_402901.1	scaffold_402901.1	249	Myb family transcription factor 
59689.scaffold_402904.1	scaffold_402904.1	54	Predicted protein
59689.scaffold_402905.1	scaffold_402905.1	88	Uncharacterized protein
59689.scaffold_402906.1	scaffold_402906.1	88	Uncharacterized protein
59689.scaffold_402912.1	scaffold_402912.1	350	Uncharacterized protein
59689.scaffold_402913.1	scaffold_402913.1	380	PQ-loop repeat family protein 
59689.scaffold_402914.1	scaffold_402914.1	447	RNA recognition motif-containing protein 
59689.scaffold_402917.1	scaffold_402917.1	230	Belongs to the calmodulin family. 
59689.scaffold_402918.1	scaffold_402918.1	149	Calmodulin-2 
59689.scaffold_402920.1	scaffold_402920.1	253	Basic helix-loop-helix family protein 
59689.scaffold_402926.1	scaffold_402926.1	534	Amino acid transporter family protein 
59689.scaffold_402928.1	scaffold_402928.1	772	Phosphatidylinositol-4-phosphate 5-kinase family protein 
59689.scaffold_402931.1	scaffold_402931.1	88	Uncharacterized protein
59689.scaffold_402933.1	scaffold_402933.1	287	Uncharacterized protein
59689.scaffold_402936.1	scaffold_402936.1	272	Uncharacterized protein
59689.scaffold_402943.1	scaffold_402943.1	67	Uncharacterized protein
59689.scaffold_402944.1	scaffold_402944.1	408	Glutaredoxin family protein 
59689.scaffold_402947.1	scaffold_402947.1	298	Uncharacterized protein
59689.scaffold_402949.1	scaffold_402949.1	78	Uncharacterized protein
59689.scaffold_402950.1	scaffold_402950.1	371	F-box family protein 
59689.scaffold_402952.1	scaffold_402952.1	491	Uncharacterized protein
59689.scaffold_402953.1	scaffold_402953.1	269	Uncharacterized protein
59689.scaffold_402954.1	scaffold_402954.1	87	Uncharacterized protein
59689.scaffold_402957.1	scaffold_402957.1	114	Predicted protein
59689.scaffold_402958.1	scaffold_402958.1	216	Uncharacterized protein
59689.scaffold_402965.1	scaffold_402965.1	358	Uncharacterized protein
59689.scaffold_402972.1	scaffold_402972.1	55	Predicted protein
59689.scaffold_402973.1	scaffold_402973.1	1099	DNAJ heat shock N-terminal domain-containing protein 
59689.scaffold_402974.1	scaffold_402974.1	284	S-formylglutathione hydrolase; Serine hydrolase involved in the detoxification of formaldehyde
59689.scaffold_402985.1	scaffold_402985.1	312	Uncharacterized protein
59689.scaffold_402996.1	scaffold_402996.1	67	Uncharacterized protein
59689.scaffold_402997.1	scaffold_402997.1	122	Uncharacterized protein
59689.scaffold_402998.1	scaffold_402998.1	231	Uncharacterized protein
59689.scaffold_403003.1	scaffold_403003.1	296	Uncharacterized protein
59689.scaffold_403006.1	scaffold_403006.1	386	GTP-binding family protein 
59689.scaffold_403012.1	scaffold_403012.1	822	EMB2654 
59689.scaffold_403015.1	scaffold_403015.1	251	DTW domain-containing protein 
59689.scaffold_403016.1	scaffold_403016.1	221	Uncharacterized protein
59689.scaffold_403018.1	scaffold_403018.1	153	Uncharacterized protein
59689.scaffold_403019.1	scaffold_403019.1	147	Predicted protein
59689.scaffold_403025.1	scaffold_403025.1	281	Uncharacterized protein
59689.scaffold_403031.1	scaffold_403031.1	760	Belongs to the protein kinase superfamily. Ser/Thr protein kinase family
59689.scaffold_403033.1	scaffold_403033.1	57	Predicted protein
59689.scaffold_403039.1	scaffold_403039.1	251	Uncharacterized protein
59689.scaffold_403044.1	scaffold_403044.1	305	E3 ubiquitin-protein ligase; E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of target proteins. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin- conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates
59689.scaffold_403045.1	scaffold_403045.1	298	Uncharacterized protein
59689.scaffold_403046.1	scaffold_403046.1	72	Uncharacterized protein
59689.scaffold_403049.1	scaffold_403049.1	1087	Phospholipase D beta 1 
59689.scaffold_403057.1	Actin-42	369	Uncharacterized protein; Belongs to the actin family
59689.scaffold_403063.1	scaffold_403063.1	175	Uncharacterized protein
59689.scaffold_403066.1	scaffold_403066.1	488	Zinc finger (Ubiquitin-hydrolase) domain-containing protein 
59689.scaffold_403069.1	scaffold_403069.1	363	Uncharacterized protein
59689.scaffold_403073.1	scaffold_403073.1	289	Uncharacterized protein
59689.scaffold_403077.1	scaffold_403077.1	359	Basic helix-loop-helix family protein 
59689.scaffold_403080.1	scaffold_403080.1	114	Uncharacterized protein
59689.scaffold_403084.1	scaffold_403084.1	136	Uncharacterized protein
59689.scaffold_403087.1	scaffold_403087.1	118	Uncharacterized protein; Citrate synthase 
59689.scaffold_403088.1	scaffold_403088.1	138	Uncharacterized protein
59689.scaffold_403089.1	scaffold_403089.1	345	Uncharacterized protein
59689.scaffold_403094.1	scaffold_403094.1	83	Predicted protein
59689.scaffold_403095.1	scaffold_403095.1	211	Uncharacterized protein
59689.scaffold_403098.1	scaffold_403098.1	215	Predicted protein; Zinc finger family protein 
59689.scaffold_403099.1	scaffold_403099.1	244	Uncharacterized protein
59689.scaffold_403102.1	scaffold_403102.1	68	Expressed protein 
59689.scaffold_403105.1	scaffold_403105.1	549	Lipase class 3 family protein 
59689.scaffold_403116.1	scaffold_403116.1	370	Uncharacterized protein
59689.scaffold_403119.1	scaffold_403119.1	350	Uncharacterized protein
59689.scaffold_403120.1	scaffold_403120.1	775	Amine oxidase
59689.scaffold_403121.1	PP2A-4	313	Serine/threonine-protein phosphatase 
59689.scaffold_403125.1	scaffold_403125.1	58	Predicted protein
59689.scaffold_403127.1	scaffold_403127.1	102	Predicted protein
59689.scaffold_403134.1	scaffold_403134.1	963	Phosphoenolpyruvate carboxylase 
59689.scaffold_403135.1	scaffold_403135.1	177	Uncharacterized protein
59689.scaffold_403136.1	scaffold_403136.1	694	Uncharacterized protein
59689.scaffold_403137.1	scaffold_403137.1	740	Uncharacterized protein
59689.scaffold_403138.1	scaffold_403138.1	372	Uncharacterized protein
59689.scaffold_403140.1	scaffold_403140.1	241	Uncharacterized protein
59689.scaffold_403141.1	scaffold_403141.1	142	ATMBF1A/MBF1A 
59689.scaffold_403143.1	scaffold_403143.1	401	Uncharacterized protein
59689.scaffold_403151.1	scaffold_403151.1	344	DNAJ heat shock N-terminal domain-containing protein 
59689.scaffold_403157.1	scaffold_403157.1	468	Leucine-rich repeat family protein 
59689.scaffold_403163.1	scaffold_403163.1	234	Uncharacterized protein
59689.scaffold_403164.1	scaffold_403164.1	117	Uncharacterized protein
59689.scaffold_403166.1	scaffold_403166.1	271	Uncharacterized protein
59689.scaffold_403167.1	scaffold_403167.1	79	Uncharacterized protein
59689.scaffold_403172.1	scaffold_403172.1	135	Glycosyl hydrolase family protein 17 
59689.scaffold_403174.1	scaffold_403174.1	467	Uncharacterized protein
59689.scaffold_403177.1	scaffold_403177.1	529	Uncharacterized protein; Belongs to the peptidase A1 family
59689.scaffold_403178.1	scaffold_403178.1	350	GDSL-motif lipase/hydrolase family protein ; Belongs to the 'GDSL' lipolytic enzyme family
59689.scaffold_403186.1	scaffold_403186.1	69	Predicted protein
59689.scaffold_403188.1	scaffold_403188.1	541	Protease-associated domain-containing protein 
59689.scaffold_403189.1	scaffold_403189.1	283	AT-P4H-1 
59689.scaffold_403192.1	scaffold_403192.1	122	Uncharacterized protein
59689.scaffold_403195.1	scaffold_403195.1	213	Uncharacterized protein
59689.scaffold_403197.1	scaffold_403197.1	55	annotation not available
59689.scaffold_403198.1	scaffold_403198.1	84	Uncharacterized protein
59689.scaffold_403201.1	scaffold_403201.1	478	Uncharacterized protein
59689.scaffold_403202.1	scaffold_403202.1	295	Component of ribonuclease P, a ribonucleoprotein complex that generates mature tRNA molecules by cleaving their 5'-ends. 
59689.scaffold_403205.1	scaffold_403205.1	74	Uncharacterized protein
59689.scaffold_403210.1	scaffold_403210.1	55	Predicted protein
59689.scaffold_403212.1	scaffold_403212.1	189	Uncharacterized protein
59689.scaffold_403215.1	scaffold_403215.1	215	Uncharacterized protein
59689.scaffold_403221.1	scaffold_403221.1	377	Uncharacterized protein
59689.scaffold_403224.1	scaffold_403224.1	118	Uncharacterized protein
59689.scaffold_403226.1	scaffold_403226.1	80	Predicted protein
59689.scaffold_403227.1	scaffold_403227.1	114	Uncharacterized protein
59689.scaffold_403228.1	scaffold_403228.1	293	Uncharacterized protein
59689.scaffold_403234.1	scaffold_403234.1	69	60S ribosomal protein L38 ; Belongs to the eukaryotic ribosomal protein eL38 family
59689.scaffold_403237.1	scaffold_403237.1	296	Uncharacterized protein
59689.scaffold_403239.1	scaffold_403239.1	745	RabGAP/TBC domain-containing protein 
59689.scaffold_403245.1	scaffold_403245.1	103	Uncharacterized protein
59689.scaffold_403248.1	scaffold_403248.1	106	Uncharacterized protein
59689.scaffold_403250.1	scaffold_403250.1	87	Uncharacterized protein
59689.scaffold_403253.1	scaffold_403253.1	72	Uncharacterized protein
59689.scaffold_403254.1	scaffold_403254.1	86	Predicted protein
59689.scaffold_403255.1	scaffold_403255.1	225	Uncharacterized protein
59689.scaffold_403264.1	scaffold_403264.1	662	Sas10/U3 ribonucleoprotein family protein 
59689.scaffold_403267.1	scaffold_403267.1	682	Uncharacterized protein
59689.scaffold_403268.1	scaffold_403268.1	662	Uncharacterized protein
59689.scaffold_403271.1	scaffold_403271.1	401	Acyl-[acyl-carrier-protein] desaturase; Introduction of a cis double bond between carbons of the acyl chain; Belongs to the fatty acid desaturase type 2 family
59689.scaffold_403275.1	scaffold_403275.1	280	Uncharacterized protein
59689.scaffold_403276.1	scaffold_403276.1	170	Uncharacterized protein
59689.scaffold_403279.1	scaffold_403279.1	392	Cysteine synthase ; Belongs to the cysteine synthase/cystathionine beta- synthase family
59689.scaffold_403282.1	scaffold_403282.1	67	Uncharacterized protein
59689.scaffold_403283.1	scaffold_403283.1	398	Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase subfamily
59689.scaffold_403286.1	scaffold_403286.1	91	Uncharacterized protein
59689.scaffold_403289.1	scaffold_403289.1	479	Uncharacterized protein
59689.scaffold_403291.1	scaffold_403291.1	56	Predicted protein
59689.scaffold_403293.1	scaffold_403293.1	393	Uncharacterized protein
59689.scaffold_403294.1	scaffold_403294.1	387	Uncharacterized protein
59689.scaffold_403303.1	scaffold_403303.1	379	Uncharacterized protein
59689.scaffold_403309.1	scaffold_403309.1	508	Uncharacterized protein
59689.scaffold_403311.1	scaffold_403311.1	227	6,7-dimethyl-8-ribityllumazine synthase; Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin
59689.scaffold_403322.1	scaffold_403322.1	467	Cysteine protease; Autophagy 4a 
59689.scaffold_403323.1	scaffold_403323.1	67	Expressed protein 
59689.scaffold_403327.1	scaffold_403327.1	432	Glycylpeptide N-tetradecanoyltransferase; Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins
59689.scaffold_403330.1	scaffold_403330.1	630	Glycylpeptide N-tetradecanoyltransferase; Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins
59689.scaffold_403331.1	scaffold_403331.1	421	Glycylpeptide N-tetradecanoyltransferase; Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins
59689.scaffold_403333.1	scaffold_403333.1	438	Glycylpeptide N-tetradecanoyltransferase; Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins
59689.scaffold_403336.1	scaffold_403336.1	185	Uncharacterized protein
59689.scaffold_403339.1	scaffold_403339.1	241	Uncharacterized protein
59689.scaffold_403342.1	scaffold_403342.1	171	Uncharacterized protein
59689.scaffold_403346.1	scaffold_403346.1	461	Uncharacterized protein
59689.scaffold_403347.1	scaffold_403347.1	205	Protease inhibitor/seed storage/lipid transfer protein family protein ; Belongs to the plant LTP family
59689.scaffold_403349.1	scaffold_403349.1	142	Calcium-binding EF hand family protein 
59689.scaffold_403350.1	scaffold_403350.1	65	Predicted protein
59689.scaffold_403353.1	scaffold_403353.1	102	Uncharacterized protein
59689.scaffold_403362.1	scaffold_403362.1	405	Protein binding protein 
59689.scaffold_403364.1	scaffold_403364.1	348	N-terminal asparagine amidohydrolase family protein 
59689.scaffold_403368.1	scaffold_403368.1	507	Glycosyl hydrolase family 1 protein ; Belongs to the glycosyl hydrolase 1 family
59689.scaffold_403369.1	scaffold_403369.1	579	Glycosyl hydrolase family 1 protein ; Belongs to the glycosyl hydrolase 1 family
59689.scaffold_403370.1	scaffold_403370.1	182	Uncharacterized protein
59689.scaffold_403374.1	scaffold_403374.1	559	Uncharacterized protein; Belongs to the glycosyl hydrolase 1 family
59689.scaffold_403376.1	scaffold_403376.1	327	Protein BCCIP homolog; Belongs to the BCP1 family
59689.scaffold_403379.1	scaffold_403379.1	394	Uncharacterized protein; Ribose-phosphate pyrophosphokinase 
59689.scaffold_403381.1	scaffold_403381.1	491	Endoglucanase; Glycosyl hydrolase family 9 protein 
59689.scaffold_403383.1	scaffold_403383.1	145	Protein binding protein 
59689.scaffold_403384.1	scaffold_403384.1	157	Uncharacterized protein
59689.scaffold_403388.1	scaffold_403388.1	208	Uncharacterized protein
59689.scaffold_403391.1	scaffold_403391.1	433	Glycylpeptide N-tetradecanoyltransferase; Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins
59689.scaffold_403392.1	scaffold_403392.1	138	CHL-CPN10 ; Belongs to the GroES chaperonin family
59689.scaffold_403393.1	scaffold_403393.1	506	Alpha-1,3-glucosyltransferase; Belongs to the ALG6/ALG8 glucosyltransferase family
59689.scaffold_403397.1	scaffold_403397.1	83	Uncharacterized protein
59689.scaffold_403407.1	scaffold_403407.1	50	Predicted protein
59689.scaffold_403408.1	scaffold_403408.1	58	Uncharacterized protein
59689.scaffold_403411.1	scaffold_403411.1	77	Uncharacterized protein
59689.scaffold_403415.1	scaffold_403415.1	58	Expressed protein 
59689.scaffold_403422.1	scaffold_403422.1	240	Uncharacterized protein
59689.scaffold_403423.1	scaffold_403423.1	129	Uncharacterized protein
59689.scaffold_403426.1	scaffold_403426.1	555	Pentatricopeptide repeat-containing protein 
59689.scaffold_403428.1	scaffold_403428.1	929	Armadillo/beta-catenin repeat family protein 
59689.scaffold_403431.1	scaffold_403431.1	126	Uncharacterized protein
59689.scaffold_403441.1	scaffold_403441.1	262	GATA transcription factor; Transcriptional activator that specifically binds 5'- GATA-3' or 5'-GAT-3' motifs within gene promoters
59689.scaffold_403442.1	scaffold_403442.1	272	Uncharacterized protein
59689.scaffold_403451.1	scaffold_403451.1	137	Uncharacterized protein
59689.scaffold_403452.1	scaffold_403452.1	84	Uncharacterized protein
59689.scaffold_403456.1	scaffold_403456.1	60	Predicted protein
59689.scaffold_403457.1	scaffold_403457.1	60	Predicted protein
59689.scaffold_403460.1	scaffold_403460.1	229	Uncharacterized protein
59689.scaffold_403461.1	scaffold_403461.1	239	Uncharacterized protein; Involved in transport from the ER to the Golgi apparatus as well as in intra-Golgi transport. It belongs to a super-family of proteins called t-SNAREs or soluble NSF (N-ethylmaleimide- sensitive factor) attachment protein receptor
59689.scaffold_403462.1	scaffold_403462.1	162	Uncharacterized protein
59689.scaffold_403464.1	scaffold_403464.1	77	Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
59689.scaffold_403465.1	scaffold_403465.1	401	Methionine aminopeptidase; Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val)
59689.scaffold_403469.1	scaffold_403469.1	318	Uncharacterized protein
